question,abstract,id,transformer_answer,info_density_answer,info_density_abstract,subject_proportion_answer,subject_proportion_abstract,ner_proportion_answer,ner_proportion_abstract
How does the crystal adaptation improve efficiency in trapping diffractively scattered protons at the Large Hadron Collider?,"  We show that crystal can trap a broad (x, x', y, y', E) distribution of
particles and channel it preserved with a high precision. This sampled-and-hold
distribution can be steered by a bent crystal for analysis downstream. In
simulations for the 7 TeV Large Hadron Collider, a crystal adapted to the
accelerator lattice traps 90% of diffractively scattered protons emerging from
the interaction point with a divergence 100 times the critical angle. We set
the criterion for crystal adaptation improving efficiency ~100-fold. Proton
angles are preserved in crystal transmission with accuracy down to 0.1
microrad. This makes feasible a crystal application for measuring very forward
protons at the LHC.
",0704.0031,150 µrad) and fractional momentum loss (ξ = 10,0.05,0.51,0.0,0.06542056074766354,0.3333333333333333,0.037383177570093455
What are the potential methods for detecting non-standard neutrino interactions in a future galactic supernova using a Megaton water Cherenkov detector?,"  We analyze the possibility of probing non-standard neutrino interactions
(NSI, for short) through the detection of neutrinos produced in a future
galactic supernova (SN).We consider the effect of NSI on the neutrino
propagation through the SN envelope within a three-neutrino framework, paying
special attention to the inclusion of NSI-induced resonant conversions, which
may take place in the most deleptonised inner layers. We study the possibility
of detecting NSI effects in a Megaton water Cherenkov detector, either through
modulation effects in the $\bar\nu_e$ spectrum due to (i) the passage of shock
waves through the SN envelope, (ii) the time dependence of the electron
fraction and (iii) the Earth matter effects; or, finally, through the possible
detectability of the neutronization $\nu_e$ burst. We find that the $\bar\nu_e$
spectrum can exhibit dramatic features due to the internal NSI-induced resonant
conversion. This occurs for non-universal NSI strengths of a few %, and for
very small flavor-changing NSI above a few$\times 10^{-5}$.
",0704.0032,order process whereby the nuclear charge changes by two units. The ground state of the even,0.11,0.68,0.0,0.038461538461538464,0.0625,0.07051282051282051
What are the implications of the linear and quadratic terms in the error bounds of the discrete dipole approximation for different shaped scatterers?,"  We performed a rigorous theoretical convergence analysis of the discrete
dipole approximation (DDA). We prove that errors in any measured quantity are
bounded by a sum of a linear and quadratic term in the size of a dipole d, when
the latter is in the range of DDA applicability. Moreover, the linear term is
significantly smaller for cubically than for non-cubically shaped scatterers.
Therefore, for small d errors for cubically shaped particles are much smaller
than for non-cubically shaped. The relative importance of the linear term
decreases with increasing size, hence convergence of DDA for large enough
scatterers is quadratic in the common range of d. Extensive numerical
simulations were carried out for a wide range of d. Finally we discuss a number
of new developments in DDA and their consequences for convergence.
",0704.0033,"cubically shaped scatterers. Therefore, for small d errors for cubically shaped particles are much smaller than for non",0.1,0.51,0.05555555555555555,0.06015037593984962,0.0,0.03007518796992481
What is the significance of the correspondence sent to Nature in 1990 in relation to the paper arXiv:q-bio/0701050?,"  This is a supplement to the paper arXiv:q-bio/0701050, containing the text of
correspondence sent to Nature in 1990.
",0704.0034,"bio/0701050, containing the text of correspondence sent to Nature in 1990. Origin of adaptive mutants: a quantum measurement? Sir, ",0.11,0.08,0.0,0.05555555555555555,0.058823529411764705,0.05555555555555555
What test cases were used to study the performance of the extrapolation technique for improving the accuracy of discrete dipole approximation computations?,"  We propose an extrapolation technique that allows accuracy improvement of the
discrete dipole approximation computations. The performance of this technique
was studied empirically based on extensive simulations for 5 test cases using
many different discretizations. The quality of the extrapolation improves with
refining discretization reaching extraordinary performance especially for
cubically shaped particles. A two order of magnitude decrease of error was
demonstrated. We also propose estimates of the extrapolation error, which were
proven to be reliable. Finally we propose a simple method to directly separate
shape and discretization errors and illustrated this for one test case.
",0704.0035,,0.01,0.52,0.0,0.07368421052631578,0.0,0.031578947368421054
How does the number of positive steady states of a multisite phosphorylation-dephosphorylation cycle vary by changing biological parameters?,"  The multisite phosphorylation-dephosphorylation cycle is a motif repeatedly
used in cell signaling. This motif itself can generate a variety of dynamic
behaviors like bistability and ultrasensitivity without direct positive
feedbacks. In this paper, we study the number of positive steady states of a
general multisite phosphorylation-dephosphorylation cycle, and how the number
of positive steady states varies by changing the biological parameters. We show
analytically that (1) for some parameter ranges, there are at least n+1 (if n
is even) or n (if n is odd) steady states; (2) there never are more than 2n-1
steady states (in particular, this implies that for n=2, including single
levels of MAPK cascades, there are at most three steady states); (3) for
parameters near the standard Michaelis-Menten quasi-steady state conditions,
there are at most n+1 steady states; and (4) for parameters far from the
standard Michaelis-Menten quasi-steady state conditions, there is at most one
steady state.
",0704.0036,"dephosphorylation cycle, and how the number of positive steady states varies by changing the biological parameters. We show analytically that (1) for some parameter ranges, there are at least n + 1 (if n is even) or n (if n is odd) steady states; (2) there never are more than 2n − 1 steady states (in particular, this implies that for n = 2, including single levels of MAPK cascades, there are at'
",0.26,0.51,0.0625,0.04666666666666667,0.0625,0.06666666666666667
"What are the main limitations of the Discrete Dipole Approximation (DDA) computer program in simulating light scattering by very large particles, and how can these limitations be improved upon?","  In this manuscript we investigate the capabilities of the Discrete Dipole
Approximation (DDA) to simulate scattering from particles that are much larger
than the wavelength of the incident light, and describe an optimized publicly
available DDA computer program that processes the large number of dipoles
required for such simulations. Numerical simulations of light scattering by
spheres with size parameters x up to 160 and 40 for refractive index m=1.05 and
2 respectively are presented and compared with exact results of the Mie theory.
Errors of both integral and angle-resolved scattering quantities generally
increase with m and show no systematic dependence on x. Computational times
increase steeply with both x and m, reaching values of more than 2 weeks on a
cluster of 64 processors. The main distinctive feature of the computer program
is the ability to parallelize a single DDA simulation over a cluster of
computers, which allows it to simulate light scattering by very large
particles, like the ones that are considered in this manuscript. Current
limitations and possible ways for improvement are discussed.
",0704.0037,,0.01,0.75,0.0,0.047337278106508875,0.0,0.047337278106508875
Question: How does the discrete dipole approximation compare to other methods of simulating light scattering by arbitrarily shaped particles?,"  We present a review of the discrete dipole approximation (DDA), which is a
general method to simulate light scattering by arbitrarily shaped particles. We
put the method in historical context and discuss recent developments, taking
the viewpoint of a general framework based on the integral equations for the
electric field. We review both the theory of the DDA and its numerical aspects,
the latter being of critical importance for any practical application of the
method. Finally, the position of the DDA among other methods of light
scattering simulation is shown and possible future developments are discussed.
",0704.0038,,0.01,0.45,0.0,0.041666666666666664,0.0,0.010416666666666666
What is the main source of error in the determination of the quadratic pion scalar radius in \pi\pi scattering?,"  The quadratic pion scalar radius, \la r^2\ra^\pi_s, plays an important role
for present precise determinations of \pi\pi scattering. Recently, Yndur\'ain,
using an Omn\`es representation of the null isospin(I) non-strange pion scalar
form factor, obtains \la r^2\ra^\pi_s=0.75\pm 0.07 fm^2. This value is larger
than the one calculated by solving the corresponding Muskhelishvili-Omn\`es
equations, \la r^2\ra^\pi_s=0.61\pm 0.04 fm^2. A large discrepancy between both
values, given the precision, then results. We reanalyze Yndur\'ain's method and
show that by imposing continuity of the resulting pion scalar form factor under
tiny changes in the input \pi\pi phase shifts, a zero in the form factor for
some S-wave I=0 T-matrices is then required. Once this is accounted for, the
resulting value is \la r^2\ra_s^\pi=0.65\pm 0.05 fm^2. The main source of error
in our determination is present experimental uncertainties in low energy S-wave
I=0 \pi\pi phase shifts. Another important contribution to our error is the not
yet settled asymptotic behaviour of the phase of the scalar form factor from
QCD.
",0704.0039,"30071, Murcia. Spain. oller@um.es , luisroca@um.es Abstract ± r2 h r2 h π s = 0.61 i π s , plays an important role for present precise deter",0.13,0.62,0.05555555555555555,0.06944444444444445,0.2222222222222222,0.04861111111111111
What positivity results are presented in the framework of conditional freeness with positive conditional expectations?,"  As in the cases of freeness and monotonic independence, the notion of
conditional freeness is meaningful when complex-valued states are replaced by
positive conditional expectations. In this framework, the paper presents
several positivity results, a version of the central limit theorem and an
analogue of the conditionally free R-transform constructed by means of
multilinear function series.
",0704.0040,"valued states are replaced by positive conditional expectations. In this framework, the paper presents several positivity results, a version of the central limit theorem and an analogue of the conditionally free'
",0.19,0.29,0.06451612903225806,0.05172413793103448,0.0,0.0
What is the explicit description of the quantum isometry groups of commutative and noncommutative tori?,"  We formulate a quantum generalization of the notion of the group of
Riemannian isometries for a compact Riemannian manifold, by introducing a
natural notion of smooth and isometric action by a compact quantum group on a
classical or noncommutative manifold described by spectral triples, and then
proving the existence of a universal object (called the quantum isometry group)
in the category of compact quantum groups acting smoothly and isometrically on
a given (possibly noncommutative) manifold satisfying certain regularity
assumptions. In fact, we identify the quantum isometry group with the universal
object in a bigger category, namely the category of `quantum families of smooth
isometries', defined along the line of Woronowicz and Soltan. We also construct
a spectral triple on the Hilbert space of forms on a noncommutative manifold
which is equivariant with respect to a natural unitary representation of the
quantum isometry group. We give explicit description of quantum isometry groups
of commutative and noncommutative tori, and in this context, obtain the quantum
double torus defined in \cite{hajac} as the universal quantum group of
holomorphic isometries of the noncommutative torus.
",0704.0041,torus Aθ (with the canonical spectral triple) is (as a C ∗ algebra) a direct sum of two commutative and two non,0.12,0.67,0.09523809523809523,0.01675977653631285,0.09523809523809523,0.027932960893854747
"Question: How can the quantum formalism be extended to meet the requirements of general systems theory, and how does quantum semantics play a role in this extension?","  It is outlined the possibility to extend the quantum formalism in relation to
the requirements of the general systems theory. It can be done by using a
quantum semantics arising from the deep logical structure of quantum theory. It
is so possible taking into account the logical openness relationship between
observer and system. We are going to show how considering the truth-values of
quantum propositions within the context of the fuzzy sets is here more useful
for systemics . In conclusion we propose an example of formal quantum
coherence.
",0704.0042,"Quantum Semantics and Fuzzy Sets Ignazio Licata Isem, Institute for Scientific Methodology, Pa, Italy Ignazio.licata@ejtp.info Abstract: It is outlined the possibility to extend the quantum formalism in relation to the requirements of the general systems theory. It can be done by using a quantum semantics arising from the deep logical structure of quantum theory. It is so possible taking into account the logical openness relationship between observer and system. We'
",0.37,0.39,0.028985507246376812,0.0449438202247191,0.057971014492753624,0.0
How do nonequilibrium entropy limiters for lattice Boltzmann methods compare to flux limiters for other numerical methods in terms of erasing spurious oscillations and preserving smooth solutions?,"  We construct a system of nonequilibrium entropy limiters for the lattice
Boltzmann methods (LBM). These limiters erase spurious oscillations without
blurring of shocks, and do not affect smooth solutions. In general, they do the
same work for LBM as flux limiters do for finite differences, finite volumes
and finite elements methods, but for LBM the main idea behind the construction
of nonequilibrium entropy limiter schemes is to transform a field of a scalar
quantity - nonequilibrium entropy. There are two families of limiters: (i)
based on restriction of nonequilibrium entropy (entropy ""trimming"") and (ii)
based on filtering of nonequilibrium entropy (entropy filtering). The physical
properties of LBM provide some additional benefits: the control of entropy
production and accurate estimate of introduced artificial dissipation are
possible. The constructed limiters are tested on classical numerical examples:
1D athermal shock tubes with an initial density ratio 1:2 and the 2D lid-driven
cavity for Reynolds numbers Re between 2000 and 7500 on a coarse 100*100 grid.
All limiter constructions are applicable for both entropic and non-entropic
quasiequilibria.
",0704.0043, t a t s . t a m ,0.0,0.75,0.0,0.041666666666666664,0.0,0.041666666666666664
What are the key assumptions and processes involved in the development of kinetic cascades in plasma turbulence in astrophysical plasmas?,"  We present a theoretical framework for plasma turbulence in astrophysical
plasmas (solar wind, interstellar medium, galaxy clusters, accretion disks).
The key assumptions are that the turbulence is anisotropic with respect to the
mean magnetic field and frequencies are low compared to the ion cyclotron
frequency. The energy injected at the outer scale scale has to be converted
into heat, which ultimately cannot be done without collisions. A KINETIC
CASCADE develops that brings the energy to collisional scales both in space and
velocity. Its nature depends on the physics of plasma fluctuations. In each of
the physically distinct scale ranges, the kinetic problem is systematically
reduced to a more tractable set of equations. In the ""inertial range"" above the
ion gyroscale, the kinetic cascade splits into a cascade of Alfvenic
fluctuations, which are governed by the RMHD equations at both the collisional
and collisionless scales, and a passive cascade of compressive fluctuations,
which obey a linear kinetic equation along the moving field lines associated
with the Alfvenic component. In the ""dissipation range"" between the ion and
electron gyroscales, there are again two cascades: the kinetic-Alfven-wave
(KAW) cascade governed by two fluid-like Electron RMHD equations and a passive
phase-space cascade of ion entropy fluctuations. The latter cascade brings the
energy of the inertial-range fluctuations that was damped by collisionless
wave-particle interaction at the ion gyroscale to collisional scales in the
phase space and leads to ion heating. The KAW energy is similarly damped at the
electron gyroscale and converted into electron heat. Kolmogorov-style scaling
relations are derived for these cascades. Astrophysical and space-physical
applications are discussed in detail.
",0704.0044,,0.01,1.01,0.0,0.04363636363636364,0.0,0.025454545454545455
How does the combined action of variable topography and bottom friction affect the propagation of undular bores in shallow-water solitary and nonlinear periodic waves over a gradual slope?,"  This paper considers the propagation of shallow-water solitary and nonlinear
periodic waves over a gradual slope with bottom friction in the framework of a
variable-coefficient Korteweg-de Vries equation. We use the Whitham averaging
method, using a recent development of this theory for perturbed integrable
equations. This general approach enables us not only to improve known results
on the adiabatic evolution of isolated solitary waves and periodic wave trains
in the presence of variable topography and bottom friction, modeled by the
Chezy law, but also importantly, to study the effects of these factors on the
propagation of undular bores, which are essentially unsteady in the system
under consideration. In particular, it is shown that the combined action of
variable topography and bottom friction generally imposes certain global
restrictions on the undular bore propagation so that the evolution of the
leading solitary wave can be substantially different from that of an isolated
solitary wave with the same initial amplitude. This non-local effect is due to
nonlinear wave interactions within the undular bore and can lead to an
additional solitary wave amplitude growth, which cannot be predicted in the
framework of the traditional adiabatic approach to the propagation of solitary
waves in slowly varying media.
",0704.0045,"water ﬂows over a gradual slope with bottom friction G.A. El1, R.H.J. Grimshaw2 Department of Mathematical Sciences, Loughborough University, Loughborough LE11 3TU, UK 1 e",0.13,0.81,0.0,0.03864734299516908,0.3333333333333333,0.00966183574879227
What is the significance of the quantum law of large numbers in proving the conjecture about the limit of entropy in certain mixtures as system size approaches infinity?,"  In a quantum mechanical model, Diosi, Feldmann and Kosloff arrived at a
conjecture stating that the limit of the entropy of certain mixtures is the
relative entropy as system size goes to infinity. The conjecture is proven in
this paper for density matrices. The first proof is analytic and uses the
quantum law of large numbers. The second one clarifies the relation to channel
capacity per unit cost for classical-quantum channels. Both proofs lead to
generalization of the conjecture.
",0704.0046,"quantum channels. Both proofs lead to generalizations of the conjecture. Key words: Shannon entropy, von Neumann entropy, relative entropy, ca",0.14,0.42,0.05,0.0875,0.1,0.075
What factors affect the accuracy of the intelligent acoustic emission source locator in locating acoustic emissions on aircraft frame structures?,"  The intelligent acoustic emission locator is described in Part I, while Part
II discusses blind source separation, time delay estimation and location of two
simultaneously active continuous acoustic emission sources.
  The location of acoustic emission on complicated aircraft frame structures is
a difficult problem of non-destructive testing. This article describes an
intelligent acoustic emission source locator. The intelligent locator comprises
a sensor antenna and a general regression neural network, which solves the
location problem based on learning from examples. Locator performance was
tested on different test specimens. Tests have shown that the accuracy of
location depends on sound velocity and attenuation in the specimen, the
dimensions of the tested area, and the properties of stored data. The location
accuracy achieved by the intelligent locator is comparable to that obtained by
the conventional triangulation method, while the applicability of the
intelligent locator is more general since analysis of sonic ray paths is
avoided. This is a promising method for non-destructive testing of aircraft
frame structures by the acoustic emission method.
",0704.0047,"destructive testing. This article describes an intelligent acoustic emission source locator. The intelligent locator comprises a sensor antenna and a general regression neural network, which solves the location problem based on learning from examples. Locator performance was tested on different test'
",0.27,0.73,0.0975609756097561,0.06432748538011696,0.0,0.011695906432748537
What are the advantages of using a Markov Chain Monte Carlo approach in signal evaluation for white dwarf binaries in the Mock LISA Data Challenges?,"  We report on the analysis of selected single source data sets from the first
round of the Mock LISA Data Challenges (MLDC) for white dwarf binaries. We
implemented an end-to-end pipeline consisting of a grid-based coherent
pre-processing unit for signal detection, and an automatic Markov Chain Monte
Carlo post-processing unit for signal evaluation. We demonstrate that signal
detection with our coherent approach is secure and accurate, and is increased
in accuracy and supplemented with additional information on the signal
parameters by our Markov Chain Monte Carlo approach. We also demonstrate that
the Markov Chain Monte Carlo routine is additionally able to determine
accurately the noise level in the frequency window of interest.
",0704.0048,"processing of the signals from the double white dwarf single source MLDC data sets 1.1.1a and 1.1.1b. Furthermore, the automatic Markov Chain Monte Carlo code successfully identiﬁed the noise level within a small frequency window of interest in these data sets. We note that a parallel approach to the data analysis of binary inspiral signals is being developed by R¨over et al, with a Markov Chain Monte Carlo method that can successfully'
",0.36,0.51,0.08695652173913043,0.02564102564102564,0.07246376811594203,0.05128205128205128
What is the total number of isomorphism classes of smooth Fano d-polytopes that have been classified using the algorithm presented in the study for d<=7?,"  We present an algorithm that produces the classification list of smooth Fano
d-polytopes for any given d. The input of the algorithm is a single number,
namely the positive integer d. The algorithm has been used to classify smooth
Fano d-polytopes for d<=7. There are 7622 isomorphism classes of smooth Fano
6-polytopes and 72256 isomorphism classes of smooth Fano 7-polytopes.
",0704.0049,polytopes for any given d ≥ 1. The input of the algo,0.04,0.18,0.0,0.07017543859649122,0.1,0.08771929824561403
What are the potential applications of blind source separation using independent component analysis in non-destructive testing of aircraft frame structures through acoustic emission analysis?,"  Part I describes an intelligent acoustic emission locator, while Part II
discusses blind source separation, time delay estimation and location of two
continuous acoustic emission sources.
  Acoustic emission (AE) analysis is used for characterization and location of
developing defects in materials. AE sources often generate a mixture of various
statistically independent signals. A difficult problem of AE analysis is
separation and characterization of signal components when the signals from
various sources and the mode of mixing are unknown. Recently, blind source
separation (BSS) by independent component analysis (ICA) has been used to solve
these problems. The purpose of this paper is to demonstrate the applicability
of ICA to locate two independent simultaneously active acoustic emission
sources on an aluminum band specimen. The method is promising for
non-destructive testing of aircraft frame structures by acoustic emission
analysis.
",0704.0050,destructive testing of aircraft frame structures by acoustic emission analysis. INTRODUCTION A common goal of many non,0.13,0.62,0.0,0.072992700729927,0.0,0.043795620437956206
How can physicists effectively explain the phenomenon of quantum teleportation to non-scientists using a novel visualization method?,"  A novel way of picturing the processing of quantum information is described,
allowing a direct visualization of teleportation of quantum states and
providing a simple and intuitive understanding of this fascinating phenomenon.
The discussion is aimed at providing physicists a method of explaining
teleportation to non-scientists. The basic ideas of quantum physics are first
explained in lay terms, after which these ideas are used with a graphical
description, out of which teleportation arises naturally.
",0704.0051," d e . s c i s y h p [ 2 v 1 5 0 0 . 4 0 7 0 : v i X r a Visualizing Teleportation Scott M. Cohen∗ Department of Physics, Duquesne University, Pittsburgh, Pennsylvania 15282 and Department of Physics, Carnegie",0.17,0.35,0.03333333333333333,0.05333333333333334,0.26666666666666666,0.02666666666666667
What is the method used to construct a unitary representation of the isometry group of a Lorentzian manifold in scalar quantum field theory on static space-times?,"  We study space-time symmetries in scalar quantum field theory (including
interacting theories) on static space-times. We first consider Euclidean
quantum field theory on a static Riemannian manifold, and show that the
isometry group is generated by one-parameter subgroups which have either
self-adjoint or unitary quantizations. We analytically continue the
self-adjoint semigroups to one-parameter unitary groups, and thus construct a
unitary representation of the isometry group of the associated Lorentzian
manifold. The method is illustrated for the example of hyperbolic space, whose
Lorentzian continuation is Anti-de Sitter space.
",0704.0052, p e h [ 1 v 2 5 0 0 . 4 0 7 0 : v i X r a QUANTUM FIELD THEORY ON CURVED BACKGROUNDS. II. SPACETIME SYMMETRIES ARTHUR JAFFE AND GORDON RITTER Abstract. We study space,0.21,0.4,0.037037037037037035,0.05319148936170213,0.14814814814814814,0.07446808510638298
What are the various relationships between different types of special Finsler manifolds introduced in the paper?,"  The aim of the present paper is to provide a global presentation of the
theory of special Finsler manifolds. We introduce and investigate globally (or
intrinsically, free from local coordinates) many of the most important and most
commonly used special Finsler manifolds: locally Minkowskian, Berwald,
Landesberg, general Landesberg, $P$-reducible, $C$-reducible,
semi-$C$-reducible, quasi-$C$-reducible, $P^{*}$-Finsler, $C^{h}$-recurrent,
$C^{v}$-recurrent, $C^{0}$-recurrent, $S^{v}$-recurrent, $S^{v}$-recurrent of
the second order, $C_{2}$-like, $S_{3}$-like, $S_{4}$-like, $P_{2}$-like,
$R_{3}$-like, $P$-symmetric, $h$-isotropic, of scalar curvature, of constant
curvature, of $p$-scalar curvature, of $s$-$ps$-curvature. The global
definitions of these special Finsler manifolds are introduced. Various
relationships between the different types of the considered special Finsler
manifolds are found. Many local results, known in the literature, are proved
globally and several new results are obtained. As a by-product, interesting
identities and properties concerning the torsion tensor fields and the
curvature tensor fields are deduced. Although our investigation is entirely
global, we provide; for comparison reasons, an appendix presenting a local
counterpart of our global approach and the local definitions of the special
Finsler spaces considered.
",0704.0053,"like, S3",0.01,0.71,0.0,0.06578947368421052,1.0,0.05921052631578947
"What are the interpolation properties of elements in the Hardy-Lorentz spaces $H^{p,q}(R^n)$ with $0<p\le 1$ and $0<q\le \infty$?","  In this paper we consider the Hardy-Lorentz spaces $H^{p,q}(R^n)$, with
$0<p\le 1$, $0<q\le \infty$. We discuss the atomic decomposition of the
elements in these spaces, their interpolation properties, and the behavior of
singular integrals and other operators acting on them.
",0704.0054,"Lorentz Spaces H p,q(Rn) Wael Abu",0.08,0.16,0.0,0.16666666666666666,0.3333333333333333,0.1111111111111111
How does the use of a van der Waals density functional (vdW-DF) approach affect the stability and structural parameters of graphite and potassium-intercalated graphite compared to traditional semilocal density functional theory calculations?,"  Potassium intercalation in graphite is investigated by first-principles
theory. The bonding in the potassium-graphite compound is reasonably well
accounted for by traditional semilocal density functional theory (DFT)
calculations. However, to investigate the intercalate formation energy from
pure potassium atoms and graphite requires use of a description of the graphite
interlayer binding and thus a consistent account of the nonlocal dispersive
interactions. This is included seamlessly with ordinary DFT by a van der Waals
density functional (vdW-DF) approach [Phys. Rev. Lett. 92, 246401 (2004)]. The
use of the vdW-DF is found to stabilize the graphite crystal, with crystal
parameters in fair agreement with experiments. For graphite and
potassium-intercalated graphite structural parameters such as binding
separation, layer binding energy, formation energy, and bulk modulus are
reported. Also the adsorption and sub-surface potassium absorption energies are
reported. The vdW-DF description, compared with the traditional semilocal
approach, is found to weakly soften the elastic response.
",0704.0055,"DF) approach [Phys. Rev. Lett. 92, 246401 (2004)]. The use of the vdW",0.07,0.67,0.0,0.05194805194805195,0.4444444444444444,0.05194805194805195
"What are the prominent features of the nematic liquid crystal model studied, including pressure-driven reentrant melting and the stabilization of a columnar phase?","  We study a simple model of a nematic liquid crystal made of parallel
ellipsoidal particles interacting via a repulsive Gaussian law. After
identifying the relevant solid phases of the system through a careful
zero-temperature scrutiny of as many as eleven candidate crystal structures, we
determine the melting temperature for various pressure values, also with the
help of exact free energy calculations. Among the prominent features of this
model are pressure-driven reentrant melting and the stabilization of a columnar
phase for intermediate temperatures.
",0704.0056,driven reentrance of the nematic phase. The model consists of equally,0.07,0.47,0.09090909090909091,0.023809523809523808,0.0,0.03571428571428571
How does the interplay of crystal field splitting and Hund coupling affect the phase boundaries and orbital fillings in a two-orbital model with two electrons or holes in the e_g shell?,"  We study the interplay of crystal field splitting and Hund coupling in a
two-orbital model which captures the essential physics of systems with two
electrons or holes in the e_g shell. We use single site dynamical mean field
theory with a recently developed impurity solver which is able to access strong
couplings and low temperatures. The fillings of the orbitals and the location
of phase boundaries are computed as a function of Coulomb repulsion, exchange
coupling and crystal field splitting. We find that the Hund coupling can drive
the system into a novel Mott insulating phase with vanishing orbital
susceptibility. Away from half-filling, the crystal field splitting can induce
an orbital selective Mott state.
",0704.0057, r t s . t a m ,0.01,0.55,0.0,0.043478260869565216,0.0,0.017391304347826087
What experiments could be conducted to test the claims made about the rarity of intelligent life in the universe and the implications of the excess of matter over antimatter on the acceleration of the universe?,"  I shall present three arguments for the proposition that intelligent life is
very rare in the universe. First, I shall summarize the consensus opinion of
the founders of the Modern Synthesis (Simpson, Dobzhanski, and Mayr) that the
evolution of intelligent life is exceedingly improbable. Second, I shall
develop the Fermi Paradox: if they existed they'd be here. Third, I shall show
that if intelligent life were too common, it would use up all available
resources and die out. But I shall show that the quantum mechanical principle
of unitarity (actually a form of teleology!) requires intelligent life to
survive to the end of time. Finally, I shall argue that, if the universe is
indeed accelerating, then survival to the end of time requires that intelligent
life, though rare, to have evolved several times in the visible universe. I
shall argue that the acceleration is a consequence of the excess of matter over
antimatter in the universe. I shall suggest experiments to test these claims.
",0704.0058," tarity, teleology, future of universe, closed universe, black hole evaporation, baryogenesis 1. Introduction'
",0.1,0.65,0.08333333333333333,0.054878048780487805,0.08333333333333333,0.04878048780487805
How does the surface gravity of the secondary star in a single-lined eclipsing binary undergoing total eclipses constrain its position in the mass-radius diagram?,"  We derive masses and radii for both components in the single-lined eclipsing
binary HAT-TR-205-013, which consists of a F7V primary and a late M-dwarf
secondary. The system's period is short, $P=2.230736 \pm 0.000010$ days, with
an orbit indistinguishable from circular, $e=0.012 \pm 0.021$. We demonstrate
generally that the surface gravity of the secondary star in a single-lined
binary undergoing total eclipses can be derived from characteristics of the
light curve and spectroscopic orbit. This constrains the secondary to a unique
line in the mass-radius diagram with $M/R^2$ = constant. For HAT-TR-205-013, we
assume the orbit has been tidally circularized, and that the primary's rotation
has been synchronized and aligned with the orbital axis. Our observed line
broadening, $V_{\rm rot} \sin i_{\rm rot} = 28.9 \pm 1.0$ \kms, gives a primary
radius of $R_{\rm A} = 1.28 \pm 0.04$ \rsun. Our light curve analysis leads to
the radius of the secondary, $R_{\rm B} = 0.167 \pm 0.006$ \rsun, and the
semimajor axis of the orbit, $a = 7.54 \pm 0.30 \rsun = 0.0351 \pm 0.0014$ AU.
Our single-lined spectroscopic orbit and the semimajor axis then yield the
individual masses, $M_{\rm B} = 0.124 \pm 0.010$ \msun and $M_{\rm A} = 1.04
\pm 0.13$ \msun. Our result for HAT-TR-205-013 B lies above the theoretical
mass-radius models from the Lyon group, consistent with results from
double-lined eclipsing binaries. The method we describe offers the opportunity
to study the very low end of the stellar mass-radius relation.
",0704.0059,TR,0.01,0.73,0.0,0.07425742574257425,1.0,0.12376237623762376
What are the implications of retardation effects and Coulomb distortion on the Coulomb excitation of low-lying states of unstable nuclei in intermediate energy collisions?,"  We investigate the Coulomb excitation of low-lying states of unstable nuclei
in intermediate energy collisions ($E_{lab}\sim10-500$ MeV/nucleon). It is
shown that the cross sections for the $E1$ and $E2$ transitions are larger at
lower energies, much less than 10 MeV/nucleon. Retardation effects and Coulomb
distortion are found to be both relevant for energies as low as 10 MeV/nucleon
and as high as 500 MeV/nucleon. Implications for studies at radioactive beam
facilities are discussed.
",0704.0060,"z, 25.70.De Keywords: Coulomb excitation, cross sections, unstable nuclei. 7 0 0 2 y a M 1 2 ] h t ",0.09,0.32,0.0,0.06944444444444445,0.23076923076923078,0.1111111111111111
What are the main techniques used in the investigation of $\lambda$-intersection bodies and how do they contribute to the understanding of this class of geometric objects?,"  Intersection bodies represent a remarkable class of geometric objects
associated with sections of star bodies and invoking
  Radon transforms, generalized cosine transforms, and the relevant Fourier
analysis. The main focus of this article is interrelation between generalized
cosine transforms of different kinds in the context of their application to
investigation of a certain family of intersection bodies, which we call
$\lam$-intersection bodies. The latter include $k$-intersection bodies (in the
sense of A. Koldobsky) and unit balls of finite-dimensional subspaces of
$L_p$-spaces. In particular, we show that restrictions onto lower dimensional
subspaces of the spherical Radon transforms and the generalized cosine
transforms preserve their integral-geometric structure. We apply this result to
the study of sections of $\lam$-intersection bodies. New characterizations of
this class of bodies are obtained and examples are given. We also review some
known facts and give them new proofs.
",0704.0061," dure, it is not clear how can we construct λ intersection bodies in the general case. Below we give some examples, when the radial function of a λ intersection body can be explicitly determined. These examples utilize the generalized cosine transforms. − − Example 6.1. Let λ < 1, λ given a non",0.23,0.63,0.08333333333333333,0.06521739130434782,0.0,0.036231884057971016
